communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumB,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Coronacity,CA,?,?,1,76095,3.18,2.76,75.88,7.1,30.36,14.89,30.69,14.33,5.3,76095,100,43555,88.08,0.85,33.78,14.43,6.57,11.97,46618,15292,16292,19120,18008,15532,8557,8767,6278,8.31,10.42,23.88,17.96,5.76,68.96,25.74,16.73,16.73,26.65,8.31,29.4,11.54,9.9,3.5,81.42,76.95,90.23,80.51,58.88,65.63,1508,2.97,14211,17.82,29.3,40.61,52.31,3.33,5.47,7.58,9.77,69.13,8.33,10.4,8.44,3.16,3.21,3.08,64.92,11.78,43.8,3,2618,90.13,63.94,0.23,18.37,1982,2.36,0.3,147300,186300,235600,88300,501,592,697,196,659,27.7,28.6,11.9,56,9,18.68,51.77,32.85,50.62,87.02,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,29.5,2579.1,0.73,?,?,?,?,0,?,1,1.07,28,29.99,237,253.84,219,234.56,1552,1662.29,3099,3319.23,1334,1428.8,23,24.63,519.47,6434.96
Beverlycity,MA,9,5595,1,38195,2.58,0.86,97.63,1.02,1.15,12.62,25.9,12.77,13.23,38195,100,39603,77.43,0.59,48.75,28.02,6.8,17.89,48040,18436,18551,14015,24024,12859,6216,12070,2437,6.62,3.83,12.89,27.98,5.42,65.77,18.86,28.02,10.09,32.3,7.54,32.62,10.86,9.33,3.04,75.42,72.49,85.41,81.22,64.45,71.13,411,1.54,1896,7.33,11.87,17.3,24.21,0.36,0.59,0.86,1.2,92.4,0.71,3.17,2.16,2.48,2.79,2.04,66.18,0.9,48.7,3,856,94.53,58.91,1.52,31.19,1948,1.13,0.22,152500,177200,221800,69300,376,583,717,341,640,27.6,22,13.1,43,0,4.96,75.97,57.57,85.18,90.62,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16,2388,5.14,?,?,?,?,0,?,0,0,4,10.27,14,35.93,16,41.06,538,1380.69,589,1511.57,106,272.03,4,10.27,87.26,3174.56
CoralSpringscity,FL,?,?,1,79443,2.94,3.48,93.08,2.12,7.12,16.71,27.43,12.9,6.39,79443,100,43428,87.41,0.34,47.14,16.88,2.15,9.04,49856,18319,18653,11989,26800,16487,10683,13111,4087,5.16,3.42,10.81,31.47,3.85,72.25,9.84,21.44,6.2,32.87,7.37,27.41,11.81,9.68,3.34,81.78,81.54,91.14,83.5,60.56,70.12,806,1.66,9031,14.22,25.17,34.8,42.91,1.62,2.86,3.96,4.88,86.64,1.82,4.02,3.18,2.94,3.16,2.58,67.04,3.69,42.47,3,2771,90.7,62.4,0.47,23.78,1982,1.05,0.22,127700,160200,207500,79800,497,576,678,181,661,27.9,26.1,13.8,0,1,11.37,18.21,33.35,61.84,68.53,153,162.72,123,130.81,73000,77638.1,477.1,162.7,95.04,98.04,1.31,0.65,0,1.96,10,9,58.8,24.3,3265,0.78,143,16227636,80.39,5,6.54,172586.7,1,1.06,18,19.14,42,44.67,216,229.72,689,732.78,2976,3165.08,258,274.39,4,4.25,294.6,4176.5
NorthBranfordtown,CT,9,53890,1,12996,2.9,1.26,97.99,0.51,0.89,12.67,24.15,11.24,9.03,10295,79.22,50798,86.63,1.43,60.43,22.14,3.17,16.58,53253,19408,19332,25248,13765,26565,0,16761,266,2.05,3.9,15.75,25.25,2.81,72.71,18.46,26.08,9.44,31.51,5.72,26.05,7.19,6.47,3.22,87.61,86.25,100,87.47,61.09,66.71,43,0.5,392,2.04,2.04,2.04,4.08,0.06,0.06,0.06,0.12,93.66,0.55,4.21,3.48,2.9,2.98,2.33,89.99,0.87,28.24,3,129,97.2,87.57,1.55,48.06,1964,0.31,0.48,155600,183900,222300,66700,464,647,830,366,765,28.6,22.3,13.8,0,0,3.02,78.46,71.27,91.17,94.18,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,25.8,503.3,0.24,?,?,?,?,0,?,0,0,1,7.6,1,7.6,5,38,70,531.96,173,1314.69,16,121.59,0,0,53.2,1968.23
Geneseetownship,MI,49,31800,1,24093,2.74,8.16,89.99,0.26,2.08,15.08,27.24,12.83,9.47,20392,84.64,30160,74.51,0.52,33.82,26.39,11.82,24.08,35113,12531,12936,8902,10072,9096,5087,7505,3305,13.77,8.36,27.6,5.6,11.36,52.95,32.47,18.89,25.19,16,10.87,25.79,14.71,12.9,3.11,66.84,65.5,70.32,76.73,55.58,61.72,757,3.74,359,1.67,7.24,13.09,16.99,0.02,0.11,0.2,0.25,96.32,0.32,4.38,3.42,2.74,2.75,2.66,84.75,2.51,41.45,3,438,95.25,84.31,6.16,53.42,1962,4.14,0.09,35400,48300,63300,27900,255,299,347,92,395,35.1,15.7,14.2,0,0,1.49,81.92,64.11,93.41,97.68,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30.5,791.2,0.51,?,?,?,?,0,?,2,8.08,?,?,15,60.59,92,371.64,278,1123.01,481,1943.04,91,367.6,9,36.36,?,3470.01
SanBrunocity,CA,?,?,1,38961,2.66,4.08,71.62,17.93,18.61,11.64,27.46,12.38,9.68,38961,100,42019,83.76,0.65,49.2,19.09,4.56,15.36,48112,18289,19667,12957,14707,15914,12257,13548,1802,4.77,5.65,15.96,21.32,4.12,67.83,9.14,18.48,10.85,26.21,10.12,35.33,13.22,11.65,3.18,77.36,74.56,90.43,79.4,71.93,73.77,528,2.08,9386,12.97,19.37,29.8,38.61,3.12,4.67,7.18,9.3,69.5,4.76,6.14,4.07,2.58,2.66,2.45,64.39,8.8,55.87,2,538,96.46,62.5,1.86,19.14,1960,0.85,0.4,249300,294600,357100,107800,595,709,877,282,763,27.6,25.8,11.5,5,0,24.09,53.33,53.45,76.69,91,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.7,5846.5,6.3,?,?,?,?,0,?,0,0,8,19.63,55,134.95,52,127.59,190,466.18,1408,3454.62,218,534.88,10,24.54,282.16,4480.21
Valdostacity,GA,?,?,1,39806,2.81,43.48,55.19,0.87,1.13,19.21,33.9,19.65,9.72,0,0,21864,78.28,0.71,27.93,24.35,12.64,13.13,27231,11329,15675,5735,7818,18356,4444,11580,8947,23.83,11.35,30.5,21.1,7.67,59.19,16.99,27.65,18.09,26.04,10.79,36.48,14.77,12.97,3.22,59.97,52.34,60.57,59.89,62.31,68.02,2641,8.59,720,25.28,31.53,36.67,37.64,0.46,0.57,0.66,0.68,96.02,0.5,6.44,4.44,2.65,2.72,2.59,51.28,5.61,44.1,3,1465,90.61,50.1,2.32,43.96,1968,10.61,0.79,37600,59600,85700,48100,161,264,338,177,359,26.5,19.9,13.2,1,0,1.81,67.26,42.6,71.56,84.71,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27.4,1451.1,0.04,?,?,?,?,0,?,8,17.5,17,37.19,164,358.76,249,544.7,754,1649.42,1988,4348.87,160,350.01,3,6.56,958.15,6354.87
OklahomaCitycity,OK,?,?,1,444719,2.49,15.98,74.78,2.36,4.95,13.29,27.17,12.7,10.67,439140,98.74,25741,78.45,1.23,36.45,23.53,6.57,14.88,31587,13528,15301,7949,9070,10828,6340,7173,69096,15.86,7.06,21.78,21.57,7.06,62.66,12.02,22.56,13.18,26.33,13.7,27.65,17.19,15.53,3.06,68.95,64.48,75.15,71.96,63.09,70.22,14599,4.42,18732,15.05,24.43,35.18,52.26,0.63,1.03,1.48,2.2,92.49,1.45,4.94,3.24,2.44,2.54,2.28,62.09,4.13,52.24,2,33705,84.13,59.51,11.03,50.46,1967,7.67,0.7,35800,54900,79200,43400,218,282,363,145,364,25.1,20.6,12.5,1016,234,4.21,62.21,46.68,78.69,89.51,863,185.1,751,161.08,476073,102110.8,551.6,185.1,83.58,88.99,7.3,1.04,0.46,8.81,30,13,33.5,630,705.8,0.89,616,44585460,87.02,5,3.48,95629.3,80,17.16,515,110.46,1724,369.77,4161,892.47,10000,2144.85,29316,6287.86,5539,1188.04,420,90.08,1389.87,9710.83
PortLavacacity,TX,?,?,1,10886,2.88,4.68,71.3,3.03,46.63,15.33,27.52,12.7,9.28,0,0,21946,77.74,1.6,32.86,26.78,5.47,14.01,28653,9924,11409,7261,500,11843,5175,6081,2188,20.44,19.38,35.51,10.78,9.97,55.43,21.14,17.91,16.95,19.15,9.65,25.39,12.66,11.21,3.34,74.74,68.92,78.68,79.44,50.15,60.33,204,2.11,779,24.01,26.57,46.34,57.89,1.72,1.9,3.32,4.14,61.15,5.62,8.13,6.13,2.83,2.88,2.75,64.09,10.44,48.67,3,536,87.59,63.07,10.63,54.66,1966,12.53,1,32900,45500,66200,33300,184,255,331,147,333,29.7,17.6,11.6,0,0,7.16,77.13,57.62,82.01,94.19,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.6,1642.4,0.24,?,?,?,?,0,?,0,0,3,25.49,8,67.98,135,1147.18,155,1317.13,437,3713.46,28,237.93,6,50.99,1240.65,5319.51
Alicecity,TX,?,?,1,19788,3.11,0.89,78.96,0.32,72.59,16.25,27.12,13.19,11.2,0,0,18962,70.46,2.83,21.47,29.27,15.26,10.69,21345,8515,9117,4721,6209,31527,5664,6177,5546,28.5,24.03,41.74,10.58,9.97,49.56,4.99,20.6,13.89,20.22,8.48,26.33,11.98,10.33,3.53,76.31,69.91,84.09,80.71,44.99,55.17,330,1.73,650,4,4,8.77,15.08,0.13,0.13,0.29,0.5,33.19,9.11,10.15,8.04,3.06,3.1,2.97,68.54,11.21,51.6,2,827,88.51,67.59,13.78,68.2,1964,12.13,1.17,23200,35900,54800,31600,136,216,287,151,306,24.8,21.8,14.6,0,0,3.28,89.79,62.75,88.59,98.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12.1,1631.1,0.24,?,?,?,?,0,?,0,0,8,38.55,10,48.19,122,587.92,389,1874.61,961,4631.1,41,197.58,22,106.02,674.67,6809.31
Sterlingcity,CO,?,?,1,10362,2.4,0.18,93.51,0.23,10.62,15.23,26.13,13.2,15.01,0,0,20189,70.72,3.75,40.14,32.16,7.1,12.59,24650,10189,10577,18912,9233,4133,4017,4789,1691,16.91,9.71,22.38,13.15,4.52,60,7.83,27.05,16.94,17.79,10.06,27.09,11.92,11.07,2.99,73.18,73.72,82.43,74.24,59.14,68.06,175,1.85,312,14.1,14.1,21.47,23.72,0.42,0.42,0.65,0.71,91.54,0.66,3.78,2.36,2.32,2.43,2.15,63.92,2.5,51.36,2,474,90.11,61.01,4.01,58.44,1955,7.92,0.48,28700,40200,56800,28100,155,216,297,142,273,23.5,20.4,13.4,0,0,3.01,58.42,52.32,78.65,90.47,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.6,1853,0.4,?,?,?,?,0,?,0,0,2,18.94,1,9.47,14,132.6,67,634.59,374,3542.34,14,132.6,2,18.94,161.02,4328.47
Coronadocity,CA,?,?,1,26540,3.62,6.85,86.16,3.44,8.26,23.9,45.2,31.94,11.86,26540,100,47790,71.68,1.19,61.52,30.93,4.04,25.71,58074,21972,23701,10450,11328,12798,11206,13588,688,4.07,2.13,5.88,39.25,1.71,75.39,8.47,27.71,3.93,43.73,7.79,55.51,13.95,9.8,2.79,80.21,80.06,92.05,75.41,60.56,70.42,62,0.49,2368,20.02,28.67,42.02,48.27,1.79,2.56,3.75,4.31,87.14,1.29,3.17,2.02,2.28,2.29,2.26,50.42,2.39,54.77,2,1818,80.12,50.16,0.17,28.88,1966,0.42,0.07,337500,452500,500001,162501,581,746,1001,420,805,27.9,27.6,11.4,0,0,8.92,20.38,26.25,43.63,53.27,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,3324.1,6.26,?,?,?,?,0,?,3,13.67,3,13.67,19,86.6,48,218.78,214,975.39,552,2515.95,145,660.89,9,41.02,332.73,4193.25
Bremertoncity,WA,?,?,1,38142,2.59,7.13,83.93,5.28,4.85,15.99,35.51,20.6,11.78,38065,99.52,22610,72.53,0.2,38.27,23.72,11.14,23.85,26423,11418,12090,8327,6839,7953,7510,8370,6201,18.1,6.46,17.96,12.65,7.4,60.43,18.77,21.64,11.86,20.63,12.16,38.01,17.73,14.75,2.99,68.32,66.99,75.27,77.99,46.12,56.53,758,2.88,1772,11.79,22.91,34.99,41.87,0.55,1.06,1.63,1.95,91.95,0.74,4.66,2.81,2.34,2.27,2.38,38.01,5.07,63.17,2,975,93.79,39.07,4.1,36.72,1951,6.52,0.45,50900,64200,82700,31800,246,329,393,147,390,24.7,19.5,12.5,30,4,4.63,33,33.7,55.97,64.09,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,20.6,1851.6,7.79,?,?,?,?,0,?,0,0,43,99.97,63,146.46,161,374.29,366,850.87,1573,3656.86,137,318.49,6,13.95,620.71,4840.17
RapidCitycity,SD,103,52980,1,54523,2.58,1.27,88.19,0.99,2.23,14.46,28.86,14.19,10.26,54523,100,25740,78.54,1.83,44.5,24.57,6.79,14.98,31056,12469,13310,10045,5269,8910,7474,10978,7257,13.65,6.52,15.07,23.35,5.21,65.82,11.89,26.65,11.29,26.3,9.31,30.05,13.63,11.54,3.06,72.67,70.31,77.67,73.69,67.14,74.86,1110,2.62,1155,21.04,29.09,32.12,39.22,0.45,0.62,0.68,0.83,94.11,0.58,4.6,3.14,2.51,2.66,2.31,60.63,2.86,48.66,3,1378,93.88,57.27,1.09,19.3,1967,4.9,0.24,43200,56800,73700,30500,233,335,426,193,396,26.6,21.8,12.9,148,4,2.12,55.05,42.47,67.48,77.85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,36.6,1489.4,0.46,?,?,?,?,0,?,1,1.72,45,77.26,25,42.92,187,321.04,481,825.78,2912,4999.31,142,243.79,?,?,442.93,?
LaPalmacity,CA,?,?,1,15392,3.2,4.17,59.91,31.11,12.16,16.96,29.17,15.75,5.24,15392,100,54364,90.63,0.86,50.34,12.22,3.2,12.34,56959,19337,21960,18848,40457,15184,12119,14640,904,5.89,3.34,11.15,31.52,2.5,74.04,21.68,20.4,7.78,36.65,6.76,31.95,9.45,8.12,3.41,83.33,79.48,88.99,78.35,64.29,69.33,88,0.88,4251,15.08,18.96,32.35,42.98,4.16,5.24,8.93,11.87,63.94,6.41,6.93,5.92,3.2,3.3,2.91,76.5,8.29,26.48,3,120,97.57,74.18,0,15.83,1971,0.85,0.12,255600,306500,360500,104900,672,729,881,209,810,27.5,23,11.2,0,1,27.62,44.28,58.81,71.95,89.85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.9,8169.9,0.67,?,?,?,?,0,?,1,6.22,2,12.43,16,99.45,41,254.85,140,870.21,378,2349.58,128,795.62,12,74.59,372.95,4090
Glenviewvillage,IL,?,?,1,37093,2.78,0.77,91,7.42,2.42,12.17,21.93,10.55,11.83,37093,100,59020,83.39,0.91,69.37,23.06,1.89,12.69,67412,30531,31602,15439,12993,20991,9963,17763,628,1.71,2.94,7.79,46.21,2.42,67.1,15.42,28.1,4.91,45.2,4.91,25.34,7.87,6.45,3.16,89.47,89.92,96.08,88.02,50.93,61.18,130,0.48,4184,11.59,15.25,21.25,27.92,1.31,1.72,2.4,3.15,82.66,1.99,3.76,2.97,2.75,2.82,2.31,87.71,1.08,29.18,3,415,96.98,85.4,0.48,23.86,1963,0.54,0,172300,235600,340300,168000,501,694,909,408,777,24.2,20.3,12,0,0,11.28,64.88,59.26,88.84,91.02,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12.4,2996.2,9.71,?,?,?,?,0,?,1,2.65,?,?,4,10.61,20,53.04,143,379.21,733,1943.78,31,82.21,0,0,?,2405.2
Dinubacity,CA,?,?,1,12743,3.41,0.24,55.84,3.11,60.37,16.12,29.5,14.75,10.45,0,0,22032,73.44,1.42,27.11,29.37,23.93,12.07,24974,8354,10137,3973,8386,10103,5723,5915,2827,22.58,34.36,50.72,8.98,14.95,52.83,8.25,20.32,15.91,15.63,5.95,30.23,10.5,8.21,3.69,72.43,67.29,75.81,81.02,48.17,58.49,424,3.93,2966,16.62,27.48,36.48,43.66,3.87,6.4,8.49,10.16,47.05,16.08,15.54,12.75,3.31,3.19,3.5,57.06,21.94,52.95,2,103,97.31,59.28,2.91,35.92,1967,6.86,1.07,53400,67500,86500,33100,216,296,369,153,376,30,23.2,11.9,0,0,23.28,54.7,47.28,78.97,90.63,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.8,4583.8,0,?,?,?,?,0,?,0,0,3,22.02,10,73.42,67,491.89,195,1431.61,409,3002.72,73,535.94,1,7.34,587.33,4977.61
TempleTerracecity,FL,?,?,1,16444,2.57,5.38,91.2,1.96,8.65,14.36,28.13,14.18,9.02,16444,100,37156,85.91,0.42,53.81,18.82,1.72,15.61,41982,19266,20177,10521,0,6974,11488,14543,1076,6.67,2.42,7.82,39.7,2.92,71.21,8.67,32.9,5.66,40.73,8.04,29.53,14.39,11.42,2.93,74.99,74.49,82.25,75.7,73.71,76.44,139,1.34,1228,17.67,23.62,29.64,39.33,1.32,1.76,2.21,2.94,86.85,1.44,2.48,1.8,2.52,2.61,2.37,64.96,2.23,45.14,3,444,93.52,62.75,0,18.47,1977,1.14,0.15,70900,100100,148400,77500,396,443,517,121,523,26.5,21.7,12.9,0,0,7.47,33.17,39.88,69.58,78.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.1,3209.2,0.84,?,?,?,?,0,?,2,12.05,0,0,24,144.54,9,54.2,123,740.79,424,2553.6,86,517.95,0,0,210.79,3812.33
Bendcity,OR,?,?,1,20469,2.4,0.19,97.51,0.75,2.37,13.98,27.04,12.99,11.76,0,0,25787,77.55,0.94,41.14,24.17,5.1,14.84,30776,13110,13201,1589,10954,9620,12017,7723,2637,13.15,3.87,14.69,23.02,4.24,67.33,16.82,21.53,15.58,26.85,13.27,29.85,16.95,15.17,2.92,70.49,69.46,81.12,65.02,66.48,75.54,268,1.86,545,6.97,10.83,12.29,14.68,0.19,0.29,0.33,0.39,96.14,0.36,3.1,1.98,2.34,2.47,2.18,57.18,2.96,52.32,2,478,94.69,54.12,1.46,17.99,1969,5.47,0.5,53100,68800,92000,38900,286,369,440,154,442,26.7,20.8,15.5,100,6,2.66,41.64,34.94,66.11,81.15,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13.9,1470.9,0.4,?,?,?,?,0,?,0,0,10,41.02,26,106.66,86,352.79,353,1448.09,1865,7650.65,81,332.28,8,32.82,500.47,9463.84
Bernardstownship,NJ,35,5560,1,17199,2.71,1.72,94.97,3.05,1.92,10.1,20.83,8.73,10.59,15616,90.8,70000,87.4,0.54,71.9,17.4,1.51,13.47,80572,33458,34046,17546,20100,24908,7926,31761,246,1.52,3.34,6.81,54.86,2.86,66.47,14.99,26.07,3.88,51.15,7.68,28.01,8.1,7.89,3.02,91.41,90.17,98.13,89.08,50.05,59.82,28,0.27,1259,10.88,13.34,22.72,29.23,0.8,0.98,1.66,2.14,89.65,1,2.65,1.92,2.54,2.65,2.04,86.58,0.3,36.44,3,313,95.3,83.23,0.64,28.75,1977,0.93,0.23,218600,287500,388300,169700,376,943,1001,625,999,25.1,25.2,12.7,0,0,7.32,50.87,47.92,56.66,83.18,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24.9,691.9,5.87,?,?,?,?,0,?,0,0,0,0,0,0,14,75.72,46,248.8,170,919.47,9,48.68,0,0,75.72,1216.94
Pocatellocity,ID,?,?,1,46080,2.68,0.86,94.07,1.27,4.53,16.43,29.57,15.04,9.91,46058,100,24955,78.84,1.08,41.33,25.24,5.4,13.2,31089,11385,11637,9421,6017,7772,7252,6816,6902,15.34,4.83,16.93,22.16,6.09,62.45,12.41,28.36,14.69,27.68,10.25,27.78,12.78,11.55,3.23,76.98,78.33,86.94,78.29,63.73,71.71,446,1.23,867,21.11,27.22,29.07,39.1,0.4,0.51,0.55,0.74,94.92,0.28,8.44,5.8,2.62,2.85,2.23,69.39,3.05,46.2,3,1585,91.55,63.96,3.47,43.03,1961,4.35,0.39,38700,51300,69000,30300,174,234,297,123,289,24.5,18.3,11.5,19,0,1.88,60.3,47,75.38,85.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28.6,1610.3,3.05,?,?,?,?,0,?,1,1.96,34,66.73,17,33.37,124,243.39,349,685.01,1640,3218.97,90,176.65,10,19.63,345.45,4100.26
Clearlakecity,CA,?,?,1,11804,2.28,4.35,91.05,1.06,5.69,10.89,18.64,8.68,23.42,0,0,16600,48.41,0.1,26.22,49.6,22.96,23.99,20998,9531,9679,7842,7370,9129,7763,5860,2595,22.15,10.62,38.79,5.26,12.8,34.84,3.79,21.69,15.05,17.56,16.84,19.44,18.56,17.75,2.8,55.92,50.72,48.36,80.37,51.14,55.79,257,2.34,373,1.61,8.85,15.28,16.89,0.05,0.28,0.48,0.53,94.94,0.19,4.53,2.86,2.27,2.15,2.49,62.24,6.51,78.1,2,2136,70.8,65.59,1.31,57.4,1971,10.41,0.49,51000,68200,94600,43600,251,323,394,143,437,34,25.1,14.6,6,25,3.16,58.06,40.94,66.21,93.29,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10.7,1101.9,0.57,?,?,?,?,0,?,1,7.63,11,83.97,18,137.4,191,1458.02,461,3519.08,598,4564.89,76,580.15,13,99.24,1687.02,8763.36
Gulfportcity,MS,?,?,1,40775,2.58,28.59,69.89,0.92,1.55,14.11,27.52,13.65,13.11,40775,100,21174,72.02,0.46,30.34,29.44,9.1,19.04,25387,11451,13571,6423,18283,6592,5316,7106,7877,20.32,8.91,25.24,18.29,7.69,54.66,11.03,26.32,14.95,26.8,15.07,30.39,17.42,16.27,3.06,60.68,55.52,70.64,63.74,61.52,67.68,1776,5.55,846,9.34,15.48,28.13,35.58,0.19,0.32,0.58,0.74,95.62,0.41,5.07,3.36,2.45,2.51,2.37,58.12,4.05,50.37,2,2439,86.63,56.7,3.24,35.88,1965,8.48,0.29,37300,52100,75200,37900,204,274,344,140,343,25.9,21.5,12.4,68,1,2.07,60.43,50.64,78.82,83.74,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,23.4,1740.1,0.2,?,?,?,?,0,?,4,6.03,29,43.69,86,129.57,143,215.45,473,712.65,2127,3204.66,165,248.6,21,31.64,394.74,4197.55
Fremontcity,OH,143,28826,1,17648,2.65,7.73,86.42,0.16,9.5,14.82,27.61,12.85,12.53,0,0,25385,75.78,1.32,38.49,30.83,9.69,16.11,30516,11267,11766,8166,16970,2673,7664,7666,2511,14.66,8.68,26.83,10.41,10.08,56.91,35.32,21.3,28.65,18.25,11.48,29.35,14.77,13.26,3.19,65.47,63.43,65.39,69.33,64.27,70.3,475,3.22,229,5.24,16.59,19.21,20.52,0.07,0.22,0.25,0.27,92.49,1.03,5.84,3.97,2.59,2.66,2.47,62.5,2.27,43.15,3,351,94.99,60.68,1.99,35.33,1941,7.68,0.37,38500,48400,61500,23000,198,266,328,130,357,24,15,12.3,8,0,1.3,80.84,58.92,87.07,93.57,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.4,2753.9,0.53,?,?,?,?,0,?,0,0,5,27.45,16,87.85,41,225.13,148,812.65,753,4134.64,43,236.11,7,38.44,340.43,5221.83
Midlandcity,MI,111,53780,2,37819,2.57,1.72,95.56,1.92,1.67,14.51,27.49,14,10.54,0,0,39087,79.66,0.55,59.98,23.69,5.61,17.36,49387,19347,19367,20207,8298,20983,13438,15115,3388,9.26,4.43,11.52,42.21,4.97,61.64,38.7,25.58,7.02,43.51,6.31,28.34,10.54,8.53,3.02,82.21,82.29,90.91,81.95,52.51,64.04,302,1.01,1680,25.83,29.29,38.27,42.38,1.15,1.3,1.7,1.88,94.49,0.4,3.03,2.18,2.49,2.71,1.99,75.19,1.05,36.29,3,629,95.9,69,1.11,24.17,1964,2.05,0.08,51700,74200,111600,59900,284,370,451,167,422,25.2,16.8,11.2,17,0,4.44,66.69,49.31,72.29,85.62,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28.2,1341.7,0.29,?,?,?,?,0,?,0,0,?,?,10,25.13,46,115.61,110,276.47,945,2375.09,32,80.43,6,15.08,?,2747.06
Laurelcity,MS,?,?,2,18827,2.59,48.1,51.62,0.16,0.4,14.29,24.41,11.88,16.39,0,0,16997,63.58,0.71,27.96,40.81,15.06,17.19,20873,11208,16980,5021,235,10085,0,2835,5559,30.18,14.55,36.81,18.14,9.03,46.67,19.36,28.81,16.96,26.1,11.48,29.67,14.38,13.13,3.19,54.87,46.84,60.02,54.47,56.77,62.6,1779,9.97,86,25.58,25.58,34.88,34.88,0.12,0.12,0.16,0.16,96.86,0.34,8.25,5.6,2.54,2.5,2.6,59.89,4.89,40.02,3,1114,86.71,60.85,4.58,55.83,1957,12.72,1.16,28200,42400,64800,36600,103,168,250,147,256,27.4,20.2,13.8,5,0,0.46,83.02,52.95,88.1,94,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,15.9,1180.5,0,?,?,?,?,0,?,3,15.34,15,76.69,55,281.19,?,?,448,2290.39,1179,6027.61,104,531.7,8,40.9,?,8890.59
